time_s,cop_x_cm,cop_y_cm,mass_kg,tr_kg,tl_kg,br_kg,bl_kg
5151.62950,-1.60017,-2.92625,124.04486,22.95159,23.15039,34.48672,43.45616
5151.63950,-1.58942,-2.98349,123.39536,22.68186,22.86893,34.48632,43.35825
5151.64950,-1.54668,-3.05707,122.24586,22.30959,22.42239,34.44672,43.06716
5151.65950,-1.54668,-3.05707,122.24586,22.30959,22.42239,34.44672,43.06716
5151.66950,-1.51816,-3.16472,121.03386,21.77659,21.94039,34.49672,42.82016
5151.67950,-1.51808,-3.16548,121.02062,21.77274,21.93547,34.49463,42.81778
5151.68950,-1.51098,-3.24162,119.69572,21.38587,21.44408,34.28513,42.58064
5151.69950,-1.57380,-3.33646,118.29586,20.81959,21.01739,34.02872,42.43016
5151.70950,-1.57420,-3.33706,118.29140,20.81709,21.01521,34.02806,42.43105
5151.71950,-1.61433,-3.39722,117.84540,20.56709,20.79654,33.96206,42.51971
5151.72950,-1.63410,-3.42687,117.62686,20.44459,20.68939,33.92972,42.56316
5151.73950,-1.69157,-3.51227,117.80164,20.16787,20.58599,34.13088,42.91690
5151.74950,-1.66575,-3.53979,118.17935,20.19644,20.54542,34.34688,43.09061
5151.75950,-1.64675,-3.56005,118.45886,20.21759,20.51539,34.50672,43.21916
5151.76950,-1.63895,-3.54526,118.65886,20.28659,20.59214,34.55147,43.22866
5151.77950,-1.60404,-3.48685,119.52213,20.59435,20.88795,34.73904,43.30078
5151.78950,-1.57019,-3.44536,120.29086,20.88859,21.07939,34.89472,43.42816
5151.79950,-1.53766,-3.39441,120.98836,21.17859,21.30314,35.01910,43.48754
5151.80950,-1.51831,-3.36412,121.40686,21.35259,21.43739,35.09372,43.52316
5151.81950,-1.47672,-3.33009,121.84426,21.57159,21.55439,35.19512,43.52316
5151.82950,-1.41596,-3.27534,122.47491,21.89346,21.74985,35.33891,43.49268
5151.83950,-1.39696,-3.25690,122.66986,21.99459,21.81739,35.38272,43.47516
5151.84950,-1.37966,-3.22566,122.66274,22.11147,21.86605,35.31152,43.37370
5151.85950,-1.37717,-3.18452,122.50434,22.19159,21.95016,35.16429,43.19830
5151.86950,-1.38295,-3.17236,122.40986,22.19159,21.98139,35.10372,43.13316
5151.87950,-1.38474,-3.13350,122.14462,22.28887,21.99659,34.87724,42.98192
5151.88950,-1.38531,-3.12119,122.06086,22.31959,22.00139,34.80572,42.93416
5151.89950,-1.36946,-3.10351,121.45838,22.29135,21.90508,34.59644,42.66550
5151.90950,-1.38198,-3.08334,121.04816,22.26078,21.89346,34.39989,42.49403
5151.91950,-1.40652,-3.06567,120.81039,22.23471,21.92644,34.24617,42.40307
5151.92950,-1.40948,-3.06354,120.78186,22.23159,21.93039,34.22772,42.39216
5151.93950,-1.36213,-3.04133,120.56186,22.30959,21.88939,34.17872,42.18416
5151.94950,-1.35208,-3.05404,120.60886,22.29059,21.85839,34.24772,42.21216
5151.95950,-1.35256,-3.05453,120.61367,22.28904,21.85909,34.25019,42.21535
5151.96950,-1.37334,-3.07599,120.82286,22.22159,21.88939,34.35772,42.35416
5151.97950,-1.35961,-3.08122,120.96526,22.25643,21.87879,34.42791,42.40213
5151.98950,-1.34736,-3.09179,121.28036,22.30509,21.88889,34.56122,42.52516
5151.99950,-1.34854,-3.09722,121.45586,22.31959,21.90939,34.62572,42.60116
5152.00950,-1.34580,-3.10413,121.42959,22.30465,21.87797,34.63602,42.61095
5152.01950,-1.34950,-3.11371,121.47939,22.28365,21.86607,34.66999,42.65968
5152.02950,-1.36131,-3.11948,121.61986,22.27059,21.89939,34.71572,42.73416
5152.03950,-1.36272,-3.13233,121.58077,22.23922,21.84803,34.72481,42.76871
5152.04950,-1.36442,-3.14777,121.53386,22.20159,21.78639,34.73572,42.81016
