time_s,cop_x_cm,cop_y_cm,mass_kg,tr_kg,tl_kg,br_kg,bl_kg
3482.06890,3.43325,2.01161,109.43081,37.38029,26.99005,26.01187,19.04861
3482.07890,3.45802,2.01410,109.51081,37.44929,26.98005,26.05187,19.02961
3482.08890,3.45802,2.01410,109.51081,37.44929,26.98005,26.05187,19.02961
3482.09890,3.42904,2.02951,109.57016,37.47848,27.05984,25.98376,19.04809
3482.10890,3.42859,2.02962,109.57029,37.47689,27.06205,25.98427,19.04709
3482.11890,3.43148,2.02701,109.55763,37.45689,27.06205,26.00427,19.03442
3482.12890,3.45836,2.02469,109.73181,37.53829,27.07205,26.09187,19.02961
3482.13890,3.45696,2.02446,109.71150,37.53128,27.06599,26.08355,19.03068
3482.14890,3.44633,2.02287,109.56752,37.48039,27.02446,26.02407,19.03861
3482.15890,3.44445,2.02381,109.62181,37.48929,27.05205,26.04187,19.03861
3482.16890,3.44445,2.02381,109.62181,37.48929,27.05205,26.04187,19.03861
3482.17890,3.47082,2.03159,109.55508,37.52701,27.01240,26.03219,18.98348
3482.18890,3.47172,2.03185,109.55281,37.52829,27.01105,26.03187,18.98161
3482.19890,3.46542,2.03549,109.65244,37.57852,27.03701,26.02349,19.01342
3482.20890,3.44716,2.03344,109.54331,37.52008,27.02129,25.97244,19.02949
3482.21890,3.44696,2.03341,109.54181,37.51929,27.02105,25.97187,19.02961
3482.22890,3.43954,2.02755,109.59131,37.49949,27.04184,26.00156,19.04841
3482.23890,3.44332,2.03908,109.66237,37.54423,27.09440,26.00756,19.01618
3482.24890,3.44623,2.04785,109.71581,37.57829,27.13405,26.01187,18.99161
3482.25890,3.43803,2.04360,109.68334,37.54661,27.12613,26.00395,19.00665
3482.26890,3.43587,2.04248,109.67481,37.53829,27.12405,26.00187,19.01061
3482.27890,3.43250,2.04562,109.63607,37.53054,27.12405,25.97862,19.00286
3482.28890,3.42877,2.04880,109.63681,37.54029,27.13005,25.95987,19.00661
3482.29890,3.42694,2.05032,109.64481,37.54829,27.13405,25.95187,19.01061
3482.30890,3.43767,2.04356,109.55591,37.50905,27.08836,25.96677,18.99173
3482.31890,3.43243,2.02921,109.47023,37.42125,27.05676,25.99167,19.00055
3482.32890,3.41565,2.02143,109.47481,37.37129,27.07205,26.00187,19.02961
3482.33890,3.41185,2.02877,109.52464,37.40039,27.10757,25.99200,19.02467
3482.34890,3.40796,2.03631,109.57581,37.43029,27.14405,25.98187,19.01961
3482.35890,3.42164,2.02891,109.41441,37.37145,27.07226,25.98187,18.98884
3482.36890,3.45405,2.02934,109.33548,37.38820,27.01105,26.00126,18.93497
3482.37890,3.47604,2.03650,109.39781,37.45929,27.01105,26.02187,18.90561
3482.38890,3.46463,2.03036,109.46857,37.46539,27.01715,26.02797,18.95807
3482.39890,3.45249,2.02124,109.50794,37.43406,27.02790,26.05144,18.99454
3482.40890,3.44455,2.01274,109.49832,37.37630,27.03913,26.08352,18.99936
3482.41890,3.45050,2.01067,109.55435,37.41551,27.02295,26.09187,19.02402
3482.42890,3.45550,2.01076,109.59081,37.44929,27.01105,26.09187,19.03861
3482.43890,3.45550,2.01076,109.59081,37.44929,27.01105,26.09187,19.03861
3482.44890,3.45374,2.02405,109.48087,37.46633,26.99316,26.00664,19.01474
3482.45890,3.45937,2.02407,109.54098,37.48669,27.00832,26.03537,19.01061
3482.46890,3.46025,2.02373,109.55281,37.48929,27.01105,26.04187,19.01061
3482.47890,3.44682,2.02406,109.60281,37.47929,27.05205,26.04687,19.02461
