time_s,cop_x_cm,cop_y_cm,mass_kg,tr_kg,tl_kg,br_kg,bl_kg
5914.26300,0.27013,-1.69859,85.57686,18.42059,17.99239,24.90172,24.26216
5914.27300,0.24503,-1.69515,85.59586,18.42059,18.01339,24.86172,24.30016
5914.28300,0.24503,-1.69515,85.59586,18.42059,18.01339,24.86172,24.30016
5914.29300,0.26787,-1.68427,85.45875,18.42895,17.98748,24.82911,24.21321
5914.30300,0.27220,-1.68245,85.43314,18.42999,17.98233,24.82365,24.19717
5914.31300,0.25628,-1.71457,85.56114,18.37066,17.97566,24.91631,24.29851
5914.32300,0.23991,-1.71065,85.54372,18.36506,17.98858,24.88077,24.30930
5914.33300,0.23789,-1.70602,85.52486,18.37059,17.99239,24.86172,24.30016
5914.34300,0.24197,-1.70949,85.58030,18.35387,18.01967,24.91452,24.29224
5914.35300,0.21905,-1.72592,85.54034,18.29879,17.99611,24.90412,24.34132
5914.36300,0.21585,-1.72810,85.53386,18.29159,17.99239,24.90172,24.34816
5914.37300,0.21567,-1.71863,85.60387,18.34439,18.00485,24.88392,24.37071
5914.38300,0.21555,-1.71215,85.65186,18.38059,18.01339,24.87172,24.38616
5914.39300,0.22366,-1.75666,85.55513,18.25277,17.93308,24.96672,24.40257
5914.40300,0.22708,-1.75448,85.65062,18.27760,17.95681,24.99689,24.41932
5914.41300,0.22916,-1.74550,85.75886,18.32159,17.99239,25.01172,24.43316
5914.42300,0.21034,-1.76218,85.72880,18.24614,17.99239,25.03471,24.45556
5914.43300,0.21329,-1.78951,85.59631,18.16294,17.91701,25.05685,24.45951
5914.44300,0.22346,-1.79944,85.52586,18.14359,17.86939,25.06072,24.45216
5914.45300,0.21252,-1.81387,85.49586,18.08434,17.86189,25.08322,24.46641
5914.46300,0.20888,-1.81869,85.48586,18.06459,17.85939,25.09072,24.47116
5914.47300,0.20236,-1.84862,85.48434,17.98277,17.82833,25.15890,24.51434
5914.48300,0.19232,-1.85346,85.67918,18.00143,17.87311,25.21872,24.58592
5914.49300,0.18982,-1.85197,85.74086,18.01559,17.89039,25.23072,24.60416
5914.50300,0.18982,-1.85197,85.74086,18.01559,17.89039,25.23072,24.60416
5914.51300,0.18087,-1.85831,85.62398,17.95543,17.87779,25.21423,24.57653
5914.52300,0.22609,-1.90132,85.67986,17.89759,17.79739,25.38972,24.59516
5914.53300,0.22609,-1.90132,85.67986,17.89759,17.79739,25.38972,24.59516
5914.54300,0.20220,-1.91503,85.72122,17.85359,17.80707,25.40732,24.65324
5914.55300,0.19076,-1.92700,85.63950,17.80478,17.77695,25.39225,24.66553
5914.56300,0.19073,-1.95866,85.59571,17.72409,17.72058,25.45081,24.70023
5914.57300,0.20086,-1.97651,85.66186,17.69959,17.70539,25.52872,24.72816
5914.58300,0.18653,-1.98885,85.60981,17.65351,17.68363,25.52019,24.75248
5914.59300,0.17249,-2.01269,85.54095,17.58502,17.63427,25.52622,24.79544
5914.60300,0.19127,-2.03852,85.54486,17.56159,17.56239,25.58872,24.83216
5914.61300,0.18623,-2.04973,85.61367,17.52248,17.58764,25.65258,24.85097
5914.62300,0.18110,-2.06115,85.68386,17.48259,17.61339,25.71772,24.87016
5914.63300,0.18654,-2.07546,85.55233,17.42192,17.56649,25.72282,24.84110
5914.64300,0.17923,-2.09560,85.43384,17.32954,17.53496,25.74102,24.82832
5914.65300,0.15413,-2.10827,85.44980,17.26146,17.56208,25.76761,24.85864
5914.66300,0.14460,-2.11308,85.45586,17.23559,17.57239,25.77772,24.87016
5914.67300,0.18089,-2.11555,85.47402,17.27254,17.53357,25.82156,24.84636
5914.68300,0.19766,-2.14224,85.56075,17.23803,17.50323,25.93291,24.88657
5914.69300,0.20557,-2.15004,85.59820,17.24262,17.48456,25.96286,24.90816
5914.70300,0.22122,-2.14656,85.60986,17.28559,17.45939,25.95672,24.90816
5914.71300,0.22122,-2.14656,85.60986,17.28559,17.45939,25.95672,24.90816
