time_s,cop_x_cm,cop_y_cm,mass_kg,tr_kg,tl_kg,br_kg,bl_kg
3521.00090,3.23999,2.21102,109.72381,37.53829,27.96405,25.53387,18.68761
3521.01090,3.23999,2.21102,109.72381,37.53829,27.96405,25.53387,18.68761
3521.02090,3.24243,2.20630,109.69462,37.51675,27.94544,25.54482,18.68761
3521.03090,3.24488,2.20158,109.66542,37.49522,27.92683,25.55576,18.68761
3521.04090,3.25543,2.18138,109.76181,37.47929,27.90305,25.65387,18.72561
3521.05090,3.25121,2.18245,109.76659,37.48194,27.90836,25.64325,18.73304
3521.06090,3.23952,2.18539,109.77981,37.48929,27.92305,25.61387,18.75361
3521.07090,3.24327,2.18231,109.70468,37.44697,27.90578,25.62250,18.72942
3521.08090,3.26220,2.17113,109.56570,37.41362,27.80261,25.62387,18.72561
3521.09090,3.26450,2.16979,109.54981,37.41029,27.79005,25.62387,18.72561
3521.10090,3.27125,2.17651,109.45893,37.41733,27.76117,25.58159,18.69883
3521.11090,3.27230,2.17137,109.41248,37.36687,27.75934,25.60797,18.67830
3521.12090,3.27044,2.16310,109.40381,37.31129,27.77005,25.65387,18.66861
3521.13090,3.25449,2.16267,109.35822,37.28214,27.77005,25.61649,18.68954
3521.14090,3.24910,2.16253,109.34281,37.27229,27.77005,25.60387,18.69661
3521.15090,3.25822,2.16644,109.34281,37.29924,27.76185,25.59996,18.68176
3521.16090,3.26523,2.16080,109.39704,37.31109,27.75521,25.63700,18.69373
3521.17090,3.26073,2.15350,109.43081,37.29229,27.75905,25.66387,18.71561
3521.18090,3.26388,2.16005,109.55405,37.35883,27.79726,25.67619,18.72177
3521.19090,3.25948,2.16442,109.65880,37.40029,27.83912,25.68387,18.73553
3521.20090,3.24923,2.16490,109.70394,37.40029,27.86826,25.68387,18.75153
3521.21090,3.25630,2.16329,109.75115,37.41269,27.87619,25.71652,18.74575
3521.22090,3.26821,2.16091,109.80981,37.43029,27.88205,25.76287,18.73461
3521.23090,3.26329,2.16806,109.73484,37.42519,27.87695,25.71238,18.72033
3521.24090,3.26339,2.17405,109.73631,37.45979,27.87205,25.67887,18.72561
3521.25090,3.26821,2.17316,109.80981,37.49929,27.87205,25.69387,18.74461
3521.26090,3.27112,2.18198,109.80481,37.53379,27.87705,25.66387,18.73011
3521.27090,3.26754,2.18598,109.80581,37.54862,27.88205,25.64053,18.73461
3521.28090,3.25456,2.17633,109.81781,37.50929,27.88205,25.65387,18.77261
3521.29090,3.25616,2.17663,109.80832,37.50929,27.87787,25.65247,18.76870
3521.30090,3.26605,2.17851,109.74981,37.50929,27.85205,25.64387,18.74461
3521.31090,3.27317,2.17778,109.67988,37.48709,27.82911,25.64387,18.71982
3521.32090,3.28751,2.16902,109.57128,37.43471,27.77473,25.67003,18.69181
3521.33090,3.29119,2.15643,109.58881,37.41029,27.74905,25.71387,18.71561
3521.34090,3.28949,2.15722,109.57912,37.40633,27.75103,25.70793,18.71383
3521.35090,3.28489,2.15935,109.55291,37.39563,27.75638,25.69189,18.70901
3521.36090,3.30094,2.14750,109.53811,37.37949,27.70678,25.74012,18.71172
3521.37090,3.31489,2.13768,109.53681,37.37129,27.66705,25.78287,18.71561
3521.38090,3.30327,2.13683,109.56206,37.35149,27.69774,25.78782,18.72501
3521.39090,3.29142,2.13596,109.58781,37.33129,27.72905,25.79287,18.73461
3521.40090,3.29618,2.13949,109.55841,37.34599,27.71386,25.77327,18.72530
3521.41090,3.31298,2.14251,109.45628,37.33876,27.67496,25.76413,18.67843
3521.42090,3.32218,2.14200,109.40081,37.32129,27.65705,25.77287,18.64961
3521.43090,3.31167,2.14547,109.51107,37.35829,27.70219,25.77287,18.67773
3521.44090,3.31588,2.16362,109.44053,37.40484,27.70084,25.69629,18.63856
3521.45090,3.31718,2.16480,109.43324,37.41150,27.69551,25.68872,18.63752
3521.46090,3.31732,2.15342,109.50881,37.42029,27.67705,25.72387,18.68761
3521.47090,3.31744,2.15350,109.51744,37.42137,27.68147,25.72807,18.68653
3521.48090,3.31654,2.15598,109.59090,37.43292,27.72551,25.75659,18.67588
3521.49090,3.29742,2.17438,109.61181,37.45929,27.80005,25.69387,18.65861
3521.50090,3.29742,2.17438,109.61181,37.45929,27.80005,25.69387,18.65861
3521.51090,3.30726,2.18455,109.66864,37.55873,27.78334,25.65209,18.67448
3521.52090,3.30380,2.17552,109.67091,37.51995,27.78005,25.68342,18.68749
3521.53090,3.30374,2.17540,109.67081,37.51929,27.78005,25.68387,18.68761
3521.54090,3.31078,2.19160,109.60417,37.53791,27.79965,25.64467,18.62195
3521.55090,3.31092,2.19193,109.60281,37.53829,27.80005,25.64387,18.62061
3521.56090,3.31137,2.20046,109.62261,37.58383,27.80731,25.61087,18.62061
3521.57090,3.29609,2.20850,109.48423,37.54485,27.80236,25.53143,18.60559
3521.58090,3.29196,2.20947,109.44481,37.52829,27.80005,25.51487,18.60161
3521.59090,3.30492,2.22691,109.48994,37.61258,27.82645,25.48932,18.56159
3521.60090,3.29703,2.22954,109.49098,37.60528,27.84699,25.47728,18.56144
3521.61090,3.29380,2.22941,109.48881,37.59829,27.85205,25.47487,18.56361
3521.62090,3.28585,2.23994,109.41474,37.59829,27.85833,25.41209,18.54603
3521.63090,3.28113,2.24620,109.37081,37.59829,27.86205,25.37487,18.53561
3521.64090,3.30446,2.24028,109.43962,37.64723,27.82588,25.42452,18.54199
3521.65090,3.30352,2.24783,109.53884,37.69659,27.87215,25.42997,18.54014
3521.66090,3.29290,2.25792,109.61081,37.72629,27.93405,25.41487,18.53561
3521.67090,3.28624,2.25632,109.53756,37.67471,27.93405,25.40739,18.52140
3521.68090,3.28473,2.25739,109.54697,37.70110,27.91846,25.38259,18.54482
3521.69090,3.28498,2.25795,109.55881,37.71629,27.91305,25.37487,18.55461
3521.70090,3.27229,2.24633,109.65461,37.67990,27.95092,25.43427,18.58951
3521.71090,3.26789,2.24230,109.68781,37.66729,27.96405,25.45487,18.60161
3521.72090,3.26789,2.24230,109.68781,37.66729,27.96405,25.45487,18.60161
3521.73090,3.26631,2.24002,109.57384,37.64119,27.91098,25.41137,18.61031
3521.74090,3.26800,2.23348,109.54985,37.59466,27.91175,25.44837,18.59508
3521.75090,3.26828,2.23256,109.54881,37.58829,27.91305,25.45487,18.59261
3521.76090,3.25286,2.24568,109.41040,37.58829,27.89328,25.33623,18.59261
3521.77090,3.23470,2.23657,109.36781,37.51929,27.89305,25.33487,18.62061
3521.78090,3.23521,2.23801,109.37194,37.52201,27.89971,25.33580,18.61442
3521.79090,3.24012,2.25192,109.41181,37.54829,27.96405,25.34487,18.55461
3521.80090,3.24342,2.24647,109.46543,37.56769,27.95057,25.36460,18.58257
3521.81090,3.24999,2.23558,109.57267,37.60651,27.92359,25.40408,18.63849
3521.82090,3.23993,2.24050,109.63881,37.59829,27.99505,25.42487,18.62061
3521.83090,3.23993,2.24050,109.63881,37.59829,27.99505,25.42487,18.62061
3521.84090,3.23888,2.25498,109.46860,37.61224,27.94880,25.31041,18.59715
3521.85090,3.23403,2.25873,109.49081,37.61729,27.97505,25.30587,18.59261
3521.86090,3.23424,2.25030,109.56578,37.63199,27.96476,25.33478,18.63426
3521.87090,3.23445,2.24154,109.64381,37.64729,27.95405,25.36487,18.67761
3521.88090,3.23445,2.24154,109.64381,37.64729,27.95405,25.36487,18.67761
3521.89090,3.23125,2.24317,109.59965,37.62885,27.95390,25.34982,18.66707
3521.90090,3.21427,2.25017,109.57781,37.59829,28.00505,25.32487,18.64961
3521.91090,3.22745,2.25406,109.58181,37.63029,27.99414,25.32850,18.62888
3521.92090,3.25446,2.25713,109.61083,37.69083,27.96575,25.35303,18.60123
3521.93090,3.26517,2.24705,109.67034,37.70310,27.94059,25.40211,18.62455
3521.94090,3.26102,2.24389,109.69438,37.69579,27.94712,25.41272,18.63875
3521.95090,3.23559,2.24194,109.72581,37.65729,27.99505,25.40487,18.66861
3521.96090,3.23695,2.24372,109.69834,37.65420,27.99027,25.39561,18.65827
3521.97090,3.24239,2.25085,109.58847,37.64185,27.97113,25.35857,18.61691
3521.98090,3.22864,2.26408,109.59981,37.65729,28.02605,25.31487,18.60161
3521.99090,3.22956,2.26269,109.61605,37.66388,28.02250,25.31994,18.60972
3522.00090,3.23358,2.25664,109.68664,37.69256,28.00706,25.34200,18.64502
3522.01090,3.24859,2.24966,109.58212,37.60830,27.99517,25.40418,18.57447
3522.02090,3.24683,2.24934,109.58931,37.61115,27.99505,25.40101,18.58210
3522.03090,3.23377,2.24761,109.64681,37.63729,27.99505,25.37487,18.63961
3522.04090,3.23472,2.24754,109.63768,37.63502,27.99150,25.37428,18.63687
3522.05090,3.24334,2.24688,109.55461,37.61438,27.95923,25.36899,18.61200
3522.06090,3.25867,2.25282,109.51981,37.62729,27.95405,25.37487,18.56361
3522.07090,3.25779,2.25275,109.52039,37.62665,27.95469,25.37359,18.56546
3522.08090,3.25039,2.25215,109.52518,37.62133,27.96001,25.36295,18.58088
3522.09090,3.24166,2.24550,109.53345,37.59847,27.95587,25.36850,18.61061
3522.10090,3.23339,2.22898,109.54581,37.54829,27.93405,25.40487,18.65861
3522.11090,3.23926,2.22980,109.66197,37.59535,27.96039,25.43941,18.66681
3522.12090,3.24696,2.23089,109.81481,37.65729,27.99505,25.48487,18.67761
3522.13090,3.24735,2.22680,109.76409,37.64320,27.95912,25.47078,18.69099
3522.14090,3.23659,2.21580,109.77769,37.58710,27.97042,25.50740,18.71277
3522.15090,3.23467,2.21418,109.78381,37.57829,27.97505,25.51487,18.71561
3522.16090,3.24967,2.20946,109.78894,37.60305,27.93065,25.53109,18.72415
3522.17090,3.23841,2.20711,109.64191,37.54726,27.88738,25.47384,18.73344
3522.18090,3.23635,2.20688,109.61981,37.53829,27.88205,25.46487,18.73461
3522.19090,3.23270,2.20143,109.62677,37.50987,27.88843,25.48807,18.74041
3522.20090,3.23007,2.19749,109.63181,37.48929,27.89305,25.50487,18.74461
3522.21090,3.22343,2.19985,109.50983,37.43751,27.88340,25.46976,18.71916
3522.22090,3.23318,2.20490,109.42566,37.42450,27.87047,25.45908,18.67161
3522.23090,3.24096,2.20834,109.37681,37.42029,27.86205,25.45487,18.63961
3522.24090,3.21674,2.21872,109.44341,37.44175,27.93013,25.41047,18.66107
3522.25090,3.19440,2.22606,109.44962,37.46424,27.94658,25.33507,18.70374
3522.26090,3.18972,2.22730,109.44381,37.46929,27.94405,25.31487,18.71561
3522.27090,3.17827,2.22730,109.44381,37.46186,27.95148,25.29334,18.73713
3522.28090,3.17429,2.22730,109.44381,37.45929,27.95405,25.28587,18.74461
3522.29090,3.17866,2.22847,109.44410,37.46216,27.95693,25.29420,18.73081
3522.30090,3.18667,2.23408,109.46609,37.47435,27.98483,25.31487,18.69205
3522.31090,3.18392,2.23674,109.48681,37.47929,28.00505,25.31487,18.68761
3522.32090,3.18217,2.24224,109.53847,37.51016,28.03151,25.30920,18.68761
3522.33090,3.17891,2.25039,109.65449,37.59066,28.05965,25.28697,18.71722
3522.34090,3.17759,2.25328,109.70481,37.62729,28.06705,25.27587,18.73461
3522.35090,3.16289,2.25120,109.65000,37.56492,28.08658,25.26957,18.72894
3522.36090,3.15424,2.24998,109.61781,37.52829,28.09805,25.26587,18.72561
3522.37090,3.16596,2.25063,109.68612,37.57729,28.09310,25.28566,18.73006
3522.38090,3.17203,2.25696,109.68126,37.60988,28.08805,25.26569,18.71764
3522.39090,3.16476,2.26399,109.58881,37.58829,28.08805,25.21587,18.69661
3522.40090,3.16734,2.26459,109.58848,37.59462,28.08439,25.21587,18.69361
3522.41090,3.17249,2.26578,109.58781,37.60729,28.07705,25.21587,18.68761
3522.42090,3.17168,2.26998,109.54081,37.58829,28.08805,25.20587,18.65861
3522.43090,3.16978,2.27105,109.54921,37.58829,28.09825,25.20587,18.65681
3522.44090,3.16216,2.27535,109.58281,37.58829,28.13905,25.20587,18.64961
3522.45090,3.16218,2.27117,109.57250,37.57030,28.13077,25.21799,18.65345
3522.46090,3.16223,2.26016,109.54538,37.52296,28.10896,25.24991,18.66355
3522.47090,3.17880,2.26329,109.52681,37.55329,28.08255,25.25087,18.64011
3522.48090,3.19682,2.27059,109.52459,37.60249,28.06705,25.24597,18.60908
3522.49090,3.19660,2.26963,109.53050,37.59086,28.07761,25.26042,18.60161
3522.50090,3.18344,2.27835,109.52381,37.59829,28.10805,25.21587,18.60161
3522.51090,3.18344,2.27835,109.52381,37.59829,28.10805,25.21587,18.60161
3522.52090,3.17639,2.27511,109.46817,37.53168,28.12576,25.23273,18.57800
3522.53090,3.17740,2.27336,109.44725,37.52233,28.11417,25.23267,18.57809
3522.54090,3.18713,2.26858,109.40325,37.53499,28.05217,25.21933,18.59675
3522.55090,3.19583,2.26021,109.38381,37.50929,28.02605,25.25587,18.59261
3522.56090,3.19396,2.25917,109.39413,37.51049,28.02605,25.25587,18.60173
3522.57090,3.18024,2.25092,109.48297,37.52111,28.02903,25.26153,18.67129
3522.58090,3.18006,2.24559,109.59257,37.53631,28.05383,25.30873,18.69369
3522.59090,3.18004,2.24490,109.60681,37.53829,28.05705,25.31487,18.69661
3522.60090,3.16370,2.24212,109.64581,37.52829,28.07705,25.30587,18.73461
3522.61090,3.16539,2.24188,109.65112,37.53231,28.07504,25.30916,18.73461
3522.62090,3.18227,2.23947,109.70414,37.57258,28.05491,25.34204,18.73461
3522.63090,3.15913,2.24990,109.71891,37.53909,28.14741,25.32535,18.70706
3522.64090,3.15864,2.25009,109.71881,37.53829,28.14905,25.32487,18.70661
3522.65090,3.17466,2.23659,109.63763,37.50595,28.06787,25.35127,18.71255
3522.66090,3.13797,2.24286,109.55661,37.47949,28.07603,25.23845,18.76265
3522.67090,3.13706,2.24313,109.55581,37.47929,28.07705,25.23587,18.76361
3522.68090,3.16261,2.24027,109.50412,37.47929,28.03237,25.27091,18.72155
3522.69090,3.16623,2.23987,109.49681,37.47929,28.02605,25.27587,18.71561
3522.70090,3.16623,2.23987,109.49681,37.47929,28.02605,25.27587,18.71561
3522.71090,3.17421,2.21781,109.55777,37.44929,27.98653,25.36101,18.76095
3522.72090,3.17855,2.21479,109.56281,37.44929,27.97505,25.37487,18.76361
3522.73090,3.17782,2.23192,109.57831,37.51199,28.00394,25.31921,18.74317
3522.74090,3.18327,2.22821,109.59813,37.51683,27.99311,25.33953,18.74867
3522.75090,3.18529,2.22439,109.60281,37.50929,27.98505,25.35487,18.75361
3522.76090,3.17840,2.22072,109.67233,37.47939,28.03887,25.40719,18.74688
3522.77090,3.17608,2.21949,109.69581,37.46929,28.05705,25.42487,18.74461
3522.78090,3.17785,2.21796,109.64668,37.46337,28.02627,25.40711,18.74993
3522.79090,3.17643,2.22020,109.62451,37.47599,28.01118,25.37816,18.75917
3522.80090,3.17432,2.22282,109.63381,37.48929,28.01605,25.36487,18.76361
3522.81090,3.18334,2.21594,109.62588,37.48319,27.98433,25.38927,18.76910
3522.82090,3.18800,2.20823,109.63712,37.46950,27.96764,25.42118,18.77880
3522.83090,3.18616,2.20280,109.66386,37.45346,27.97352,25.44791,18.78896
3522.84090,3.17615,2.20097,109.63734,37.43338,27.96902,25.42743,18.80752
3522.85090,3.17360,2.19627,109.62873,37.42029,27.95435,25.42912,18.82497
3522.86090,3.18240,2.19323,109.66772,37.43920,27.94405,25.45487,18.82961
3522.87090,3.18496,2.19348,109.68291,37.45439,27.93915,25.45487,18.83451
