time_s,cop_x_cm,cop_y_cm,mass_kg,tr_kg,tl_kg,br_kg,bl_kg
3351.25290,2.38654,2.68492,103.15881,35.72229,28.00505,21.54287,17.88861
3351.26290,2.38374,2.69281,103.15281,35.70229,28.05705,21.55287,17.84061
3351.27290,2.38374,2.69281,103.15281,35.70229,28.05705,21.55287,17.84061
3351.28290,2.36807,2.69100,103.06457,35.67505,28.02157,21.49383,17.87412
3351.29290,2.35333,2.69769,103.05081,35.68229,28.03605,21.44387,17.88861
3351.30290,2.35644,2.69819,103.04257,35.68229,28.03321,21.44671,17.88037
3351.31290,2.35843,2.69353,103.05363,35.67526,28.02605,21.46460,17.88773
3351.32290,2.34846,2.68348,103.10781,35.66329,28.02605,21.48287,17.93561
3351.33290,2.34846,2.68348,103.10781,35.66329,28.02605,21.48287,17.93561
3351.34290,2.34448,2.69470,103.08881,35.69229,28.03605,21.43387,17.92661
3351.35290,2.33535,2.69337,103.11479,35.69474,28.04365,21.42407,17.95234
3351.36290,2.31069,2.68979,103.18499,35.70136,28.06418,21.39758,18.02187
3351.37290,2.31300,2.70450,103.11581,35.74229,28.04705,21.32387,18.00261
3351.38290,2.30570,2.70398,103.16081,35.74229,28.07255,21.33137,18.01461
3351.39290,2.28382,2.70244,103.29581,35.74229,28.14905,21.35387,18.05061
3351.40290,2.29045,2.71081,103.22184,35.74229,28.14120,21.32879,18.00957
3351.41290,2.30795,2.73290,103.02717,35.74229,28.12053,21.26279,17.90157
3351.42290,2.29795,2.72705,103.17881,35.77129,28.15905,21.29387,17.95461
3351.43290,2.29844,2.73216,103.19503,35.78877,28.17476,21.28652,17.94498
3351.44290,2.29973,2.74560,103.23769,35.83477,28.21609,21.26719,17.91965
3351.45290,2.31361,2.72364,103.21981,35.79129,28.14905,21.33387,17.94561
3351.46290,2.31735,2.72754,103.23718,35.80513,28.16360,21.33856,17.92988
3351.47290,2.32956,2.74023,103.29381,35.85029,28.21105,21.35387,17.87861
3351.48290,2.33539,2.73843,103.28201,35.85767,28.18818,21.35387,17.88230
3351.49290,2.33821,2.73109,103.25872,35.85148,28.14667,21.35387,17.90670
3351.50290,2.31772,2.71893,103.24987,35.79774,28.13987,21.35387,17.95840
