time_s,cop_x_cm,cop_y_cm,mass_kg,tr_kg,tl_kg,br_kg,bl_kg
4283.96020,-2.65564,-5.12615,46.62586,6.06659,6.76339,14.38672,19.40916
4283.97020,-2.65594,-5.12622,46.60519,6.06076,6.76339,14.38316,19.39787
4283.98020,-2.66028,-5.12606,46.45964,6.01759,6.76684,14.35783,19.31738
4283.99020,-2.67804,-5.12138,46.52065,6.01637,6.79439,14.36672,19.34316
4284.00020,-2.67978,-5.12304,46.54230,6.01471,6.79862,14.37601,19.35296
4284.01020,-2.65791,-5.11191,46.77642,6.06947,6.83116,14.44743,19.42836
4284.02020,-2.65509,-5.11047,46.80686,6.07659,6.83539,14.45672,19.43816
4284.03020,-2.60024,-5.06976,46.80258,6.12718,6.86719,14.46354,19.34467
4284.04020,-2.61491,-5.06089,46.80854,6.14042,6.87381,14.43705,19.35725
4284.05020,-2.62259,-5.06089,46.79641,6.13797,6.87289,14.42586,19.35968
4284.06020,-2.63769,-5.08756,46.68522,6.07942,6.84591,14.41929,19.34060
4284.07020,-2.59157,-5.08630,46.68834,6.12340,6.80538,14.42640,19.33316
4284.08020,-2.58987,-5.08592,46.68986,6.12559,6.80439,14.42672,19.33316
4284.09020,-2.60935,-5.08479,46.76014,6.10579,6.84596,14.45641,19.35197
4284.10020,-2.60955,-5.08478,46.76086,6.10559,6.84639,14.45672,19.35216
4284.11020,-2.59632,-5.12732,46.64140,6.05411,6.77775,14.46992,19.33962
4284.12020,-2.60373,-5.11291,46.74886,6.08659,6.80439,14.47672,19.38116
4284.13020,-2.60373,-5.11291,46.74886,6.08659,6.80439,14.47672,19.38116
4284.14020,-2.60068,-5.10443,47.01186,6.15559,6.82539,14.52672,19.50416
4284.15020,-2.60068,-5.10443,47.01186,6.15559,6.82539,14.52672,19.50416
4284.16020,-2.62753,-5.10692,47.00478,6.11624,6.85766,14.53380,19.49708
4284.17020,-2.64104,-5.10148,47.02026,6.12299,6.86639,14.51919,19.51169
4284.18020,-2.64197,-5.10057,47.02286,6.12559,6.86639,14.51672,19.51416
4284.19020,-2.63294,-5.08704,46.92208,6.13420,6.85778,14.47365,19.45645
4284.20020,-2.65642,-5.07518,47.02626,6.12699,6.91831,14.50112,19.47984
4284.21020,-2.66047,-5.07360,47.04586,6.12559,6.92839,14.50672,19.48516
4284.22020,-2.66180,-5.07671,46.99162,6.12138,6.91115,14.48570,19.47339
4284.23020,-2.66363,-5.08099,46.91686,6.11559,6.88739,14.45672,19.45716
4284.24020,-2.63331,-5.09780,46.87736,6.10609,6.85139,14.48172,19.43816
4284.25020,-2.61370,-5.10346,46.87572,6.11273,6.83265,14.49558,19.43475
4284.26020,-2.62225,-5.09458,46.90586,6.12559,6.84639,14.48672,19.44716
4284.27020,-2.64173,-5.10773,46.80150,6.09551,6.82061,14.44989,19.43550
4284.28020,-2.65103,-5.12255,46.76026,6.06613,6.80823,14.45112,19.43478
4284.29020,-2.64612,-5.13320,46.80026,6.04899,6.81451,14.49112,19.44564
4284.30020,-2.63817,-5.12296,46.79750,6.06837,6.81539,14.47912,19.43462
4284.31020,-2.61488,-5.07919,46.77396,6.14559,6.82149,14.41672,19.39016
4284.32020,-2.62635,-5.09166,46.75883,6.11191,6.82539,14.43136,19.39016
4284.33020,-2.63174,-5.11355,46.74548,6.08486,6.80388,14.44672,19.41002
4284.34020,-2.62470,-5.12396,46.75486,6.09659,6.77339,14.44672,19.43816
4284.35020,-2.64387,-5.12910,46.78060,6.06738,6.79913,14.46652,19.44756
4284.36020,-2.63413,-5.14168,46.76715,6.04200,6.79500,14.49652,19.43363
4284.37020,-2.60363,-5.14934,46.72586,6.04659,6.76339,14.50672,19.40916
4284.38020,-2.61855,-5.13315,46.75134,6.05639,6.79377,14.49202,19.40916
4284.39020,-2.60416,-5.11491,46.80260,6.08114,6.82054,14.50534,19.39558
4284.40020,-2.57247,-5.11342,46.82886,6.09659,6.81539,14.53572,19.38116
4284.41020,-2.58310,-5.13646,46.76891,6.07740,6.77079,14.51702,19.40370
4284.42020,-2.59465,-5.16153,46.70386,6.05659,6.72239,14.49672,19.42816
4284.43020,-2.59465,-5.16153,46.70386,6.05659,6.72239,14.49672,19.42816
4284.44020,-2.57506,-5.10759,46.78420,6.11559,6.79606,14.49424,19.37831
4284.45020,-2.58131,-5.10404,46.82786,6.11559,6.81539,14.50672,19.39016
4284.46020,-2.59229,-5.09576,46.82120,6.11929,6.82686,14.48822,19.38683
4284.47020,-2.61098,-5.08165,46.80986,6.12559,6.84639,14.45672,19.38116
4284.48020,-2.61098,-5.08165,46.80986,6.12559,6.84639,14.45672,19.38116
4284.49020,-2.52304,-5.09927,46.79547,6.15054,6.78129,14.52048,19.34316
4284.50020,-2.53806,-5.10429,46.78986,6.12559,6.79439,14.52672,19.34316
4284.51020,-2.55872,-5.10161,46.75656,6.11819,6.79809,14.49712,19.34316
4284.52020,-2.57114,-5.09370,46.71033,6.11776,6.80196,14.46376,19.32685
4284.53020,-2.50955,-5.08468,46.73862,6.15065,6.79538,14.50981,19.28277
