time_s,cop_x_cm,cop_y_cm,mass_kg,tr_kg,tl_kg,br_kg,bl_kg
1625.16190,-0.16936,-2.38425,55.65637,10.74923,11.25883,16.86127,16.78704
1625.17190,-0.16933,-2.38431,55.65711,10.74910,11.25911,16.86179,16.78711
1625.18190,-0.16704,-2.39045,55.73044,10.73577,11.28644,16.91446,16.79377
1625.19190,-0.16584,-2.39358,55.76687,10.72923,11.29972,16.94061,16.79731
1625.20190,-0.15838,-2.40627,55.81658,10.72923,11.28829,16.97490,16.82417
1625.21190,-0.14660,-2.43561,55.85267,10.70183,11.25805,17.03540,16.85739
1625.22190,-0.14396,-2.44406,55.85237,10.69023,11.24883,17.05027,16.86304
1625.23190,-0.08408,-2.44011,55.80316,10.70781,11.22159,17.08542,16.78834
1625.24190,-0.09227,-2.44831,55.64260,10.69246,11.15383,17.01027,16.78604
1625.25190,-0.09434,-2.44940,55.62337,10.69023,11.14583,17.00027,16.78704
1625.26190,-0.04450,-2.42509,55.79513,10.80955,11.15343,17.03067,16.80148
1625.27190,-0.02883,-2.41745,55.84937,10.84723,11.15583,17.04027,16.80604
1625.28190,-0.06029,-2.44490,55.81225,10.75784,11.16341,17.07057,16.82043
1625.29190,-0.04985,-2.46181,55.79218,10.73668,11.13528,17.09517,16.82504
1625.30190,-0.04283,-2.46459,55.78937,10.73923,11.12483,17.10027,16.82504
1625.31190,-0.06878,-2.46460,55.75112,10.72423,11.12483,17.06277,16.83929
1625.32190,-0.07583,-2.46197,55.77461,10.71923,11.14547,17.07040,16.83951
1625.33190,-0.07424,-2.45938,55.81037,10.71923,11.16583,17.09027,16.83504
1625.34190,-0.08880,-2.44538,55.72154,10.73813,11.14630,17.00837,16.82874
1625.35190,-0.09737,-2.43714,55.66937,10.74923,11.13483,16.96027,16.82504
1625.36190,-0.08822,-2.42730,55.72040,10.77380,11.15436,16.97287,16.81937
1625.37190,-0.10612,-2.41736,55.72445,10.78823,11.16583,16.93743,16.83296
1625.38190,-0.14308,-2.41072,55.68331,10.78823,11.16583,16.86943,16.85982
1625.39190,-0.14752,-2.40993,55.67837,10.78823,11.16583,16.86127,16.86304
1625.40190,-0.16434,-2.37650,55.70070,10.83734,11.20719,16.80161,16.85457
1625.41190,-0.21303,-2.40056,55.72937,10.75923,11.23783,16.83127,16.90104
1625.42190,-0.22383,-2.40142,55.72760,10.75480,11.23946,16.82093,16.91241
1625.43190,-0.28613,-2.40640,55.71737,10.72923,11.24883,16.76127,16.97804
1625.44190,-0.29061,-2.39538,55.73675,10.74443,11.26821,16.74987,16.97424
1625.45190,-0.32835,-2.38332,55.78641,10.75772,11.30406,16.71246,17.01218
