time_s,cop_x_cm,cop_y_cm,mass_kg,tr_kg,tl_kg,br_kg,bl_kg
142.45620,0.24204,-4.78207,56.15644,7.91494,8.38503,20.47718,19.37929
142.46620,0.25548,-4.79298,56.23879,7.96394,8.33303,20.48728,19.45453
142.47620,0.28860,-4.78529,56.17344,7.96394,8.33303,20.49718,19.37929
142.48620,0.28742,-4.78556,56.17377,7.96318,8.33323,20.49659,19.38078
142.49620,0.22879,-4.79906,56.19044,7.92494,8.34303,20.46718,19.45529
142.50620,0.25029,-4.79413,56.29344,7.92494,8.38503,20.54718,19.43629
142.51620,0.25029,-4.79413,56.29344,7.92494,8.38503,20.54718,19.43629
142.52620,0.25493,-4.79109,56.27889,7.93330,8.37994,20.53748,19.42817
142.53620,0.28860,-4.76905,56.17344,7.99394,8.34303,20.46718,19.36929
142.54620,0.28986,-4.76997,56.17807,7.98635,8.34973,20.47876,19.36324
142.55620,0.31217,-4.77520,56.23244,7.96444,8.37453,20.55718,19.33629
142.56620,0.32589,-4.77426,56.25544,7.99394,8.35403,20.55718,19.35029
142.57620,0.33102,-4.78643,56.23139,7.96989,8.34108,20.57568,19.34474
142.58620,0.31656,-4.79214,56.30476,7.96173,8.35644,20.60228,19.38432
142.59620,0.31084,-4.79153,56.33344,7.96394,8.36403,20.60718,19.39829
142.60620,0.28210,-4.78468,56.19935,7.93439,8.37161,20.53142,19.36192
142.61620,0.27288,-4.78248,56.15644,7.92494,8.37403,20.50718,19.35029
142.62620,0.27445,-4.78280,56.21612,7.93704,8.37847,20.52734,19.37327
142.63620,0.27929,-4.79406,56.28554,7.92974,8.37810,20.57608,19.40162
142.64620,0.28077,-4.80040,56.27444,7.91494,8.37403,20.58718,19.39829
142.65620,0.29365,-4.78531,56.26295,7.95460,8.36829,20.55844,19.38162
142.66620,0.30577,-4.77397,56.18508,7.97758,8.35067,20.51173,19.34510
142.67620,0.30725,-4.77387,56.14544,7.97394,8.34303,20.49718,19.33129
142.68620,0.29951,-4.76491,56.28828,7.99265,8.38794,20.54084,19.36684
142.69620,0.29400,-4.76797,56.38370,8.00394,8.39686,20.57074,19.41216
142.70620,0.29259,-4.78158,56.39865,8.00394,8.36755,20.57649,19.45067
142.71620,0.27394,-4.80016,56.34144,7.94494,8.36403,20.58223,19.45024
142.72620,0.27775,-4.80016,56.34144,7.94494,8.36403,20.58718,19.44529
142.73620,0.31386,-4.78112,56.29707,7.98982,8.35332,20.56678,19.38715
142.74620,0.32319,-4.76611,56.27025,8.00795,8.36445,20.54718,19.35067
142.75620,0.29879,-4.76929,56.28544,7.98394,8.38503,20.54718,19.36929
142.76620,0.29750,-4.78401,56.20009,7.94909,8.35877,20.53708,19.35515
142.77620,0.29622,-4.79848,56.11644,7.91494,8.33303,20.52718,19.34129
142.78620,0.30777,-4.79098,56.13475,7.95404,8.31769,20.51233,19.35069
142.79620,0.29863,-4.80097,56.16910,7.93939,8.31769,20.53253,19.37948
142.80620,0.27814,-4.81824,56.18444,7.88594,8.33303,20.56718,19.39829
142.81620,0.28311,-4.80617,56.24049,7.90563,8.35929,20.58233,19.39324
142.82620,0.26981,-4.79618,56.27294,7.93494,8.36403,20.55218,19.42179
