time_s,cop_x_cm,cop_y_cm,mass_kg,tr_kg,tl_kg,br_kg,bl_kg
1039.99890,-0.71839,-2.05287,61.51544,12.13594,13.08303,17.60118,18.69529
1040.00890,-0.67362,-2.07704,61.42544,12.10594,13.01103,17.65118,18.65729
1040.01890,-0.67394,-2.07689,61.42597,12.10601,13.01158,17.65091,18.65747
1040.02890,-0.70623,-2.06223,61.47931,12.11267,13.06625,17.62425,18.67614
1040.03890,-0.72610,-2.05432,61.40182,12.09246,13.07603,17.57880,18.65452
1040.04890,-0.72706,-2.05415,61.37744,12.08694,13.07203,17.57118,18.64729
1040.05890,-0.74522,-2.06816,61.43262,12.03443,13.10941,17.62458,18.66420
1040.06890,-0.74747,-2.06989,61.43944,12.02794,13.11403,17.63118,18.66629
1040.07890,-0.70300,-2.03192,61.37892,12.12406,13.09534,17.56888,18.59064
1040.08890,-0.74029,-2.03026,61.58645,12.16149,13.14767,17.57880,18.69848
1040.09890,-0.74604,-2.03067,61.61544,12.16494,13.15503,17.58118,18.71429
1040.10890,-0.71087,-2.01546,61.57261,12.18254,13.16090,17.59291,18.63626
1040.11890,-0.70611,-2.00337,61.47790,12.15935,13.17770,17.57705,18.56379
1040.12890,-0.71932,-2.00248,61.43544,12.13594,13.18603,17.56118,18.55229
1040.13890,-0.70871,-1.98453,61.47922,12.19482,13.19358,17.53853,18.55229
1040.14890,-0.70527,-1.97871,61.49344,12.21394,13.19603,17.53118,18.55229
1040.15890,-0.70929,-1.97568,61.51728,12.21975,13.20824,17.53118,18.55810
1040.16890,-0.71749,-1.96634,61.53824,12.19923,13.26266,17.55019,18.52617
1040.17890,-0.72056,-1.96220,61.54044,12.18494,13.28903,17.56118,18.50529
1040.18890,-0.73447,-1.95823,61.45224,12.18494,13.26320,17.49881,18.50529
1040.19890,-0.69745,-1.97084,61.44895,12.19754,13.21527,17.53715,18.49899
1040.20890,-0.67094,-1.97960,61.47744,12.20494,13.19603,17.58118,18.49529
1040.21890,-0.67336,-1.98057,61.41822,12.22321,13.15067,17.53078,18.51356
1040.22890,-0.67479,-1.98114,61.38344,12.23394,13.12403,17.50118,18.52429
1040.23890,-0.68062,-2.00582,61.38615,12.18447,13.10819,17.54370,18.54980
1040.24890,-0.68988,-2.04498,61.39044,12.10594,13.08303,17.61118,18.59029
1040.25890,-0.70183,-2.03679,61.60944,12.12594,13.17503,17.68018,18.62829
1040.26890,-0.70448,-2.03426,61.60215,12.12978,13.17503,17.66905,18.62829
1040.27890,-0.67747,-2.04071,61.66532,12.16636,13.14695,17.70149,18.65052
1040.28890,-0.62873,-2.05710,61.78244,12.21394,13.10303,17.78018,18.68529
1040.29890,-0.64219,-2.06441,61.72962,12.18430,13.09125,17.76498,18.68909
