time_s,cop_x_cm,cop_y_cm,mass_kg,tr_kg,tl_kg,br_kg,bl_kg
1719.48230,-0.47815,-5.32836,51.36337,6.28323,7.39483,18.83127,18.85404
1719.49230,-0.47247,-5.32509,51.35283,6.29094,7.39169,18.82513,18.84507
1719.50230,-0.43205,-5.31035,51.31793,6.34344,7.36305,18.80347,18.80796
1719.51230,-0.40727,-5.31732,51.37137,6.37123,7.33383,18.83127,18.83504
1719.52230,-0.44779,-5.30978,51.36387,6.36373,7.35633,18.78702,18.85679
1719.53230,-0.45894,-5.27308,51.44698,6.40593,7.41914,18.77227,18.84965
1719.54230,-0.45819,-5.26217,51.47437,6.42023,7.43683,18.77227,18.84504
1719.55230,-0.46284,-5.27742,51.46107,6.38918,7.42986,18.79128,18.85074
1719.56230,-0.46553,-5.28625,51.45337,6.37123,7.42583,18.80227,18.85404
1719.57230,-0.45033,-5.31437,51.32537,6.32663,7.37282,18.80227,18.82366
1719.58230,-0.42629,-5.31563,51.34265,6.33473,7.36647,18.83111,18.81033
1719.59230,-0.40226,-5.29393,51.47692,6.38473,7.40131,18.87550,18.81538
1719.60230,-0.39915,-5.29112,51.49437,6.39123,7.40583,18.88127,18.81604
1719.61230,-0.40333,-5.28809,51.43277,6.39123,7.39615,18.84607,18.79932
1719.62230,-0.39908,-5.32404,51.39437,6.33223,7.36383,18.89127,18.80704
1719.63230,-0.40133,-5.31448,51.40916,6.35212,7.36944,18.87597,18.81163
1719.64230,-0.40349,-5.30529,51.42337,6.37123,7.37483,18.86127,18.81604
1719.65230,-0.38786,-5.31218,51.36753,6.36532,7.35031,18.85831,18.79359
1719.66230,-0.34964,-5.31936,51.35528,6.36851,7.32767,18.89445,18.76465
1719.67230,-0.34856,-5.30721,51.51437,6.39123,7.37483,18.95127,18.79704
1719.68230,-0.34892,-5.30773,51.51117,6.39003,7.37399,18.95047,18.79668
1719.69230,-0.36130,-5.32689,51.43645,6.35777,7.34309,18.93127,18.80433
1719.70230,-0.36842,-5.33922,51.44037,6.35123,7.32283,18.93127,18.83504
1719.71230,-0.34507,-5.31494,51.42634,6.38483,7.34027,18.91851,18.78273
1719.72230,-0.31349,-5.28211,51.40737,6.43023,7.36383,18.90127,18.71204
1719.73230,-0.31460,-5.28287,51.40561,6.42836,7.36352,18.90095,18.71279
