time_s,cop_x_cm,cop_y_cm,mass_kg,tr_kg,tl_kg,br_kg,bl_kg
502.29760,-1.55853,-2.82101,64.83344,10.59094,13.80403,19.49218,20.94629
502.30760,-1.55853,-2.82101,64.83344,10.59094,13.80403,19.49218,20.94629
502.31760,-1.54783,-2.80726,64.79780,10.62186,13.79879,19.46074,20.91642
502.32760,-1.53810,-2.79475,64.76544,10.64994,13.79403,19.43218,20.88929
502.33760,-1.52457,-2.78914,64.79511,10.67478,13.79633,19.44138,20.88262
502.34760,-1.48601,-2.77237,64.88875,10.75561,13.79861,19.46184,20.87269
502.35760,-1.50520,-2.77802,64.87244,10.74894,13.78303,19.43218,20.90829
502.36760,-1.49285,-2.78246,64.86040,10.73605,13.77874,19.45797,20.88766
502.37760,-1.47969,-2.78345,64.81686,10.72248,13.77303,19.47097,20.85039
502.38760,-1.48560,-2.77447,64.76644,10.72894,13.77303,19.43218,20.83229
502.39760,-1.45691,-2.75270,64.62093,10.75305,13.75557,19.38312,20.72919
502.40760,-1.45108,-2.74827,64.59144,10.75794,13.75203,19.37318,20.70829
502.41760,-1.45598,-2.75244,64.57200,10.74711,13.74370,19.36762,20.71356
502.42760,-1.47532,-2.79504,64.64948,10.68651,13.71289,19.43549,20.81459
502.43760,-1.47664,-2.80146,64.67544,10.67994,13.71103,19.45218,20.83229
502.44760,-1.48711,-2.80956,64.81494,10.67289,13.74767,19.50854,20.88583
502.45760,-1.50458,-2.81200,65.02584,10.68459,13.80846,19.56881,20.96397
502.46760,-1.50935,-2.81166,65.08144,10.68994,13.82503,19.58218,20.98429
502.47760,-1.48727,-2.82809,65.26382,10.69667,13.83998,19.69355,21.03362
502.48760,-1.47985,-2.83362,65.32544,10.69894,13.84503,19.73118,21.05029
502.49760,-1.48116,-2.83384,65.34044,10.69894,13.85003,19.73618,21.05529
502.50760,-1.48367,-2.82665,65.26929,10.69163,13.85119,19.70656,21.01990
502.51760,-1.48558,-2.81475,65.13144,10.67994,13.84503,19.65118,20.95529
502.52760,-1.46807,-2.80357,65.12595,10.71593,13.83893,19.63898,20.93211
502.53760,-1.45766,-2.77090,65.12367,10.79316,13.85413,19.57634,20.90003
502.54760,-1.45815,-2.75502,65.12444,10.82694,13.86603,19.54218,20.88929
502.55760,-1.44998,-2.75801,65.03009,10.79115,13.85749,19.54625,20.83520
502.56760,-1.43801,-2.76241,64.89244,10.73894,13.84503,19.55218,20.75629
502.57760,-1.43726,-2.78289,64.95886,10.72805,13.82271,19.59519,20.81291
502.58760,-1.41793,-2.81006,65.05670,10.72691,13.78330,19.67104,20.87544
502.59760,-1.38975,-2.82521,65.12044,10.73894,13.75203,19.73118,20.89829
502.60760,-1.39471,-2.82868,65.14828,10.72780,13.76373,19.74788,20.90887
502.61760,-1.40395,-2.84213,65.07528,10.70308,13.72261,19.72458,20.92501
502.62760,-1.41169,-2.85779,64.93644,10.67994,13.64903,19.67118,20.93629
502.63760,-1.41169,-2.85779,64.93644,10.67994,13.64903,19.67118,20.93629
502.64760,-1.44781,-2.84637,64.69244,10.63094,13.63903,19.55218,20.87029
502.65760,-1.42841,-2.85284,64.66436,10.62280,13.61828,19.57619,20.84709
502.66760,-1.41430,-2.86611,64.62526,10.60078,13.58803,19.60102,20.83544
502.67760,-1.44326,-2.87392,64.62899,10.58003,13.58803,19.58027,20.88065
502.68760,-1.45456,-2.87697,64.63044,10.57194,13.58803,19.57218,20.89829
502.69760,-1.44183,-2.88454,64.72388,10.56194,13.61147,19.64478,20.90569
502.70760,-1.41981,-2.88209,64.65833,10.55783,13.59803,19.65118,20.85129
502.71760,-1.42389,-2.88462,64.64690,10.54640,13.59803,19.65118,20.85129
502.72760,-1.40401,-2.87169,64.72144,10.60094,13.60803,19.66118,20.85129
502.73760,-1.40640,-2.87865,64.74448,10.60454,13.59327,19.66478,20.88189
502.74760,-1.39928,-2.88751,64.81016,10.62270,13.57447,19.68798,20.92501
502.75760,-1.36777,-2.87778,64.87883,10.65537,13.59514,19.73465,20.89367
502.76760,-1.37508,-2.86566,64.90208,10.67330,13.62040,19.71663,20.89174
502.77760,-1.39900,-2.83897,64.91499,10.70894,13.66559,19.65118,20.88929
502.78760,-1.37867,-2.84448,64.84986,10.70894,13.62545,19.65118,20.86429
502.79760,-1.34077,-2.84794,64.93711,10.73824,13.61903,19.71955,20.86029
502.80760,-1.31964,-2.82898,64.87244,10.76794,13.61903,19.69118,20.79429
502.81760,-1.32274,-2.83201,64.85514,10.75518,13.61665,19.69118,20.79212
502.82760,-1.32848,-2.84270,64.80573,10.71327,13.60962,19.70129,20.78154
502.83760,-1.29604,-2.84076,64.88444,10.73894,13.61903,19.76118,20.76529
502.84760,-1.29185,-2.83691,64.87379,10.74306,13.62187,19.75834,20.75052
502.85760,-1.27360,-2.82015,64.82750,10.76096,13.63422,19.74599,20.68632
502.86760,-1.26481,-2.81349,64.81222,10.76668,13.64169,19.74624,20.65762
502.87760,-1.24580,-2.80899,64.84050,10.77828,13.65352,19.77641,20.63229
502.88760,-1.21436,-2.79375,64.87825,10.86305,13.62636,19.75654,20.63229
502.89760,-1.20588,-2.78963,64.88844,10.88594,13.61903,19.75118,20.63229
502.90760,-1.23274,-2.75405,64.70961,10.88865,13.64978,19.62389,20.54729
502.91760,-1.21873,-2.75077,64.76102,10.91125,13.65599,19.64649,20.54729
502.92760,-1.20963,-2.74864,64.79444,10.92594,13.66003,19.66118,20.54729
502.93760,-1.18262,-2.73675,64.81223,10.95822,13.66831,19.67773,20.50798
502.94760,-1.14438,-2.71991,64.83744,11.00394,13.68003,19.70118,20.45229
502.95760,-1.16017,-2.73146,64.78930,10.97471,13.65811,19.68399,20.47249
502.96760,-1.16319,-2.73803,64.89266,10.94469,13.70876,19.75840,20.48081
502.97760,-1.15878,-2.73722,64.88952,10.95143,13.70311,19.75678,20.47820
502.98760,-1.12691,-2.73421,64.82236,10.99855,13.63903,19.72558,20.45920
502.99760,-1.12437,-2.74622,64.79744,10.95494,13.63903,19.76118,20.44229
503.00760,-1.12437,-2.74622,64.79744,10.95494,13.63903,19.76118,20.44229
503.01760,-1.14061,-2.73927,64.81179,10.95844,13.66073,19.74018,20.45244
503.02760,-1.17074,-2.72638,64.83844,10.96494,13.70103,19.70118,20.47129
503.03760,-1.14103,-2.72204,64.90564,11.00286,13.70103,19.73958,20.46217
503.04760,-1.10091,-2.70117,64.93188,11.07226,13.70103,19.74278,20.41581
503.05760,-1.09222,-2.68363,64.88144,11.10294,13.70103,19.70118,20.37629
503.06760,-1.11243,-2.68838,64.90398,11.09314,13.70593,19.69138,20.41353
503.07760,-1.10968,-2.68756,64.88457,11.08294,13.71103,19.69649,20.39410
503.08760,-1.10240,-2.68580,64.87144,11.08294,13.71103,19.70118,20.37629
503.09760,-1.10295,-2.67049,64.87317,11.10029,13.73792,19.68383,20.35113
