time_s,cop_x_cm,cop_y_cm,mass_kg,tr_kg,tl_kg,br_kg,bl_kg
3072.19100,-0.38358,2.02681,73.82973,20.92123,22.55673,15.33960,15.01217
3072.20100,-0.38076,2.02801,73.84637,20.93263,22.55901,15.34119,15.01354
3072.21100,-0.39070,2.02372,74.25773,21.01923,22.70073,15.43960,15.09817
3072.22100,-0.40850,2.02704,74.28401,21.00519,22.74105,15.43600,15.10177
3072.23100,-0.44330,2.03517,74.31219,20.98387,22.80545,15.41142,15.11145
3072.24100,-0.44888,2.03908,74.27973,20.99023,22.79273,15.37960,15.11717
3072.25100,-0.45860,2.02969,74.26845,20.95299,22.79273,15.39465,15.12808
3072.26100,-0.47472,2.01411,74.24973,20.89123,22.79273,15.41960,15.14617
3072.27100,-0.47103,2.01710,74.21312,20.89123,22.78091,15.40801,15.13297
3072.28100,-0.46131,2.02497,74.11678,20.89123,22.74981,15.37753,15.09821
3072.29100,-0.51170,2.06904,74.25673,20.93123,22.93573,15.31960,15.07017
3072.30100,-0.49803,2.07480,74.20826,20.93806,22.91902,15.31254,15.03864
3072.31100,-0.46371,2.09775,74.07740,20.96912,22.88517,15.27627,14.94684
3072.32100,-0.49945,2.11232,74.17073,21.00023,22.95673,15.22960,14.98417
3072.33100,-0.50499,2.11370,74.14441,20.99013,22.95571,15.21736,14.98121
3072.34100,-0.54926,2.12250,73.90625,20.90123,22.93197,15.11440,14.95865
3072.35100,-0.51646,2.09719,73.85403,20.89653,22.82373,15.14960,14.98417
3072.36100,-0.52818,2.08998,73.83703,20.86423,22.82263,15.15360,14.99657
3072.37100,-0.53833,2.06523,74.00173,20.89123,22.81273,15.18960,15.10817
3072.38100,-0.53743,2.06422,74.01495,20.89301,22.81548,15.19581,15.11066
3072.39100,-0.52926,2.05504,74.13511,20.90914,22.84048,15.25226,15.13324
3072.40100,-0.53905,2.03170,74.21067,20.83487,22.88336,15.34660,15.14584
3072.41100,-0.53943,2.03094,74.21273,20.83223,22.88473,15.34960,15.14617
3072.42100,-0.50620,2.04542,73.99373,20.85223,22.78273,15.27960,15.07917
3072.43100,-0.50759,2.05245,73.83473,20.82223,22.74173,15.22960,15.04117
3072.44100,-0.50759,2.05245,73.83473,20.82223,22.74173,15.22960,15.04117
3072.45100,-0.50864,2.04563,73.81683,20.81697,22.71434,15.22433,15.06118
3072.46100,-0.50958,2.03950,73.80073,20.81223,22.68973,15.21960,15.07917
3072.47100,-0.52016,2.02113,73.82571,20.77396,22.68324,15.25203,15.11647
3072.48100,-0.51368,1.96612,73.85948,20.69423,22.60465,15.35928,15.20132
3072.49100,-0.50628,1.96175,73.85473,20.69423,22.58773,15.36960,15.20317
3072.50100,-0.50510,1.96308,73.99304,20.76378,22.60353,15.36960,15.25612
3072.51100,-0.48164,1.95064,73.95056,20.77440,22.52769,15.37830,15.27017
3072.52100,-0.47818,1.94873,73.93873,20.77323,22.51573,15.37960,15.27017
3072.53100,-0.48333,1.93324,73.83130,20.70067,22.47523,15.39085,15.26455
3072.54100,-0.48734,1.92116,73.74773,20.64423,22.44373,15.39960,15.26017
3072.55100,-0.51025,1.90818,73.69557,20.60149,22.41402,15.37787,15.30219
3072.56100,-0.52112,1.90231,73.66858,20.57808,22.40273,15.36960,15.31817
3072.57100,-0.52198,1.90194,73.66573,20.57523,22.40273,15.36960,15.31817
3072.58100,-0.53078,1.91843,73.72520,20.60376,22.46219,15.35510,15.30415
3072.59100,-0.52727,1.94079,73.81807,20.66320,22.52939,15.34693,15.27854
3072.60100,-0.50501,1.94903,73.86873,20.71323,22.53573,15.35960,15.26017
3072.61100,-0.50626,1.96497,73.84731,20.71323,22.57479,15.34700,15.21229
3072.62100,-0.50700,1.97433,73.83473,20.71323,22.59773,15.33960,15.18417
3072.63100,-0.54427,1.96799,73.83661,20.70697,22.58458,15.28324,15.26183
3072.64100,-0.55777,1.96232,73.79552,20.67866,22.57043,15.26850,15.27793
3072.65100,-0.55264,1.96120,73.77073,20.66423,22.56673,15.27960,15.26017
3072.66100,-0.54043,1.96190,73.78837,20.67263,22.57093,15.30060,15.24421
3072.67100,-0.52980,1.96088,73.82393,20.67908,22.58200,15.32960,15.23324
3072.68100,-0.57189,1.94745,73.89973,20.64423,22.61773,15.32960,15.30817
3072.69100,-0.58081,1.95768,73.93104,20.66443,22.64903,15.30940,15.30817
3072.70100,-0.58956,1.96770,73.96173,20.68423,22.67973,15.28960,15.30817
3072.71100,-0.57929,1.97205,73.99589,20.71344,22.68468,15.29455,15.30322
3072.72100,-0.57359,1.96566,73.91389,20.67821,22.65109,15.29960,15.28498
3072.73100,-0.57896,1.95347,73.78273,20.60523,22.60773,15.29960,15.27017
3072.74100,-0.59989,1.97510,73.83471,20.62454,22.68891,15.26990,15.25136
3072.75100,-0.63643,1.99632,73.88773,20.62812,22.78521,15.22973,15.24467
3072.76100,-0.66750,1.99467,73.88773,20.59523,22.81273,15.20960,15.27017
3072.77100,-0.67235,1.99694,73.84370,20.58043,22.80903,15.19480,15.25944
3072.78100,-0.68061,2.00082,73.76873,20.55523,22.80273,15.16960,15.24117
3072.79100,-0.67470,1.98938,73.75628,20.54827,22.76536,15.18059,15.26205
3072.80100,-0.66025,1.95948,73.80164,20.54678,22.69673,15.22869,15.32945
3072.81100,-0.65287,1.94186,73.91873,20.56523,22.68973,15.27960,15.38417
3072.82100,-0.65023,1.94284,73.95722,20.57778,22.70291,15.29023,15.38630
3072.83100,-0.64310,1.94551,74.06124,20.61169,22.73854,15.31897,15.39205
3072.84100,-0.65619,1.94820,74.15525,20.62423,22.78978,15.32960,15.41164
3072.85100,-0.65448,1.95397,74.22593,20.66143,22.81273,15.32960,15.42217
3072.86100,-0.65997,1.97313,74.20285,20.66563,22.85737,15.30480,15.37505
3072.87100,-0.66755,1.98311,74.17473,20.65423,22.88473,15.28960,15.34617
3072.88100,-0.65344,1.98081,74.03487,20.62537,22.82405,15.27480,15.31065
3072.89100,-0.66324,1.98945,74.03573,20.62423,22.85373,15.25960,15.29817
3072.90100,-0.66650,1.99648,74.03173,20.63173,22.86673,15.24460,15.28867
3072.91100,-0.67626,2.01760,74.01973,20.65423,22.90573,15.19960,15.26017
3072.92100,-0.68251,2.01255,74.00228,20.63751,22.89579,15.19718,15.27181
3072.93100,-0.69842,1.99640,73.94501,20.59266,22.85458,15.18712,15.31065
3072.94100,-0.68726,1.99535,73.93673,20.61523,22.82373,15.17960,15.31817
3072.95100,-0.68889,1.99823,73.93229,20.61359,22.83211,15.17631,15.31028
3072.96100,-0.69542,2.00977,73.91453,20.60701,22.86567,15.16315,15.27870
3072.97100,-0.69037,1.98577,73.88573,20.57523,22.80273,15.18960,15.31817
3072.98100,-0.69144,1.98788,73.88921,20.58411,22.80273,15.18059,15.32178
3072.99100,-0.69862,2.00217,73.91273,20.64423,22.80273,15.11960,15.34617
3073.00100,-0.69477,1.99933,73.91286,20.63916,22.79870,15.13130,15.34370
3073.01100,-0.67196,1.98388,73.90885,20.60721,22.77817,15.20024,15.32322
3073.02100,-0.69458,2.01069,73.87125,20.62241,22.82777,15.12824,15.29282
3073.03100,-0.69729,2.01391,73.86673,20.62423,22.83373,15.11960,15.28917
3073.04100,-0.67673,2.02516,73.95781,20.67373,22.87432,15.14930,15.26046
3073.05100,-0.67890,2.03004,73.76271,20.62473,22.82424,15.10010,15.21364
3073.06100,-0.67892,2.03009,73.76073,20.62423,22.82373,15.09960,15.21317
3073.07100,-0.68326,2.05542,73.67273,20.63423,22.84373,15.03960,15.15517
3073.08100,-0.68336,2.05548,73.67204,20.63413,22.84363,15.03920,15.15508
3073.09100,-0.69296,2.06126,73.60439,20.62327,22.83323,15.00097,15.14692
3073.10100,-0.68745,2.00405,73.67008,20.52719,22.78323,15.13823,15.22143
3073.11100,-0.68739,2.00348,73.67073,20.52623,22.78273,15.13960,15.22217
3073.12100,-0.67852,2.00110,73.76207,20.56557,22.78939,15.15960,15.24751
3073.13100,-0.66779,1.97002,73.83472,20.56936,22.72765,15.20928,15.32843
3073.14100,-0.66616,1.96225,73.84173,20.56523,22.71073,15.21960,15.34617
3073.15100,-0.63481,1.96284,74.01660,20.61656,22.76380,15.30660,15.32964
3073.16100,-0.63014,1.96293,74.04273,20.62423,22.77173,15.31960,15.32717
3073.17100,-0.63402,1.94742,74.01040,20.59421,22.73246,15.32730,15.35643
3073.18100,-0.60227,1.95695,74.04345,20.65623,22.72073,15.33562,15.33088
3073.19100,-0.58050,1.96632,74.07173,20.70323,22.72073,15.33960,15.30817
3073.20100,-0.60030,1.98781,73.96412,20.66804,22.76255,15.28860,15.24493
3073.21100,-0.63868,2.00385,73.73886,20.61503,22.73517,15.16674,15.22193
3073.22100,-0.64855,2.00146,73.67673,20.60523,22.70073,15.12960,15.24117
3073.23100,-0.64585,2.02256,73.62108,20.61897,22.72241,15.09346,15.18624
3073.24100,-0.64482,2.03066,73.59973,20.62423,22.73073,15.07960,15.16517
3073.25100,-0.66095,2.00766,73.62757,20.57368,22.72340,15.11623,15.21426
3073.26100,-0.63328,1.99582,73.80733,20.61349,22.75096,15.21071,15.23217
3073.27100,-0.62137,1.99459,73.86773,20.63423,22.76173,15.23960,15.23217
3073.28100,-0.61634,1.98545,73.90268,20.64560,22.74127,15.25380,15.26200
3073.29100,-0.59836,1.96404,74.08624,20.69101,22.73404,15.32832,15.33287
3073.30100,-0.59135,1.96611,74.21273,20.71323,22.79273,15.37960,15.32717
3073.31100,-0.58476,1.98212,74.17677,20.74423,22.79273,15.34240,15.29741
3073.32100,-0.58072,1.99194,74.15473,20.76323,22.79273,15.31960,15.27917
3073.33100,-0.58584,2.01431,73.98773,20.74823,22.78223,15.24460,15.21267
3073.34100,-0.58353,2.03231,73.91945,20.77211,22.77653,15.19144,15.17937
3073.35100,-0.57397,2.02656,74.04673,20.82223,22.78273,15.21960,15.22217
3073.36100,-0.58216,2.02504,73.95323,20.77273,22.77223,15.20960,15.19867
3073.37100,-0.60201,2.01453,73.79873,20.68373,22.73623,15.18960,15.18917
3073.38100,-0.61366,2.00553,73.73773,20.64423,22.71073,15.17960,15.20317
3073.39100,-0.62280,1.99789,73.83218,20.64928,22.73648,15.20485,15.24156
3073.40100,-0.63173,1.99043,73.92473,20.65423,22.76173,15.22960,15.27917
3073.41100,-0.63756,1.99281,73.89373,20.65923,22.74623,15.19960,15.28867
3073.42100,-0.63343,1.99534,73.82840,20.64457,22.73073,15.18960,15.26351
3073.43100,-0.61348,1.99565,73.75973,20.60523,22.73073,15.22960,15.19417
3073.44100,-0.61348,1.99565,73.75973,20.60523,22.73073,15.22960,15.19417
3073.45100,-0.60466,1.98413,73.80331,20.66552,22.65873,15.20551,15.27356
3073.46100,-0.60031,1.97740,73.75473,20.61523,22.65873,15.23960,15.24117
3073.47100,-0.59718,1.97539,73.77379,20.62736,22.65130,15.24208,15.25305
3073.48100,-0.58766,1.96931,73.83173,20.66423,22.62873,15.24960,15.28917
3073.49100,-0.57498,1.97144,73.87923,20.69148,22.63623,15.26710,15.28442
3073.50100,-0.54167,1.97703,74.00423,20.76319,22.65596,15.31315,15.27192
3073.51100,-0.56516,1.97297,74.06649,20.72936,22.71313,15.33715,15.28685
3073.52100,-0.56909,1.97229,74.07273,20.72323,22.72073,15.33960,15.28917
3073.53100,-0.58421,2.01194,73.92918,20.74063,22.74770,15.22650,15.21435
3073.54100,-0.57743,2.02827,73.80523,20.74323,22.72502,15.17514,15.16183
3073.55100,-0.57597,2.02994,73.78873,20.74323,22.72073,15.16960,15.15517
3073.56100,-0.59705,2.03658,73.74057,20.70109,22.75599,15.15240,15.13109
3073.57100,-0.60049,2.03767,73.73273,20.69423,22.76173,15.14960,15.12717
3073.58100,-0.57903,2.05104,73.57704,20.69478,22.71257,15.10982,15.05986
3073.59100,-0.59688,2.07917,73.77973,20.74323,22.87473,15.12960,15.03217
3073.60100,-0.59531,2.07617,73.77221,20.74125,22.86255,15.13059,15.03782
3073.61100,-0.58269,2.04606,73.72876,20.72230,22.75848,15.14991,15.09808
3073.62100,-0.59856,2.01940,73.97073,20.71323,22.82373,15.24960,15.18417
3073.63100,-0.59672,2.01803,73.97406,20.71442,22.82004,15.25316,15.18643
3073.64100,-0.58312,2.00785,73.99873,20.72323,22.79273,15.27960,15.20317
3073.65100,-0.58312,2.00785,73.99873,20.72323,22.79273,15.27960,15.20317
3073.66100,-0.57159,2.00094,73.91860,20.73289,22.71355,15.25063,15.22152
3073.67100,-0.57013,2.00125,74.01372,20.77283,22.73052,15.25950,15.25088
3073.68100,-0.57012,2.00125,74.01473,20.77323,22.73073,15.25960,15.25117
3073.69100,-0.54780,2.01811,74.05631,20.82174,22.76142,15.26950,15.20365
3073.70100,-0.54758,2.01828,74.05673,20.82223,22.76173,15.26960,15.20317
3073.71100,-0.56271,2.01966,73.95089,20.77421,22.75193,15.24020,15.18455
3073.72100,-0.57771,2.00886,73.95962,20.71384,22.78241,15.27920,15.18417
3073.73100,-0.57786,2.00875,73.95973,20.71323,22.78273,15.27960,15.18417
3073.74100,-0.55191,2.02567,73.93200,20.75176,22.78273,15.27190,15.12562
3073.75100,-0.53748,2.00732,74.02080,20.77941,22.74782,15.31217,15.18140
3073.76100,-0.53631,2.00325,74.03773,20.78223,22.74173,15.31960,15.19417
3073.77100,-0.54788,2.03243,73.99581,20.79372,22.80031,15.26791,15.13387
3073.78100,-0.55646,2.05409,73.96473,20.80223,22.84373,15.22960,15.08917
3073.79100,-0.53874,2.05505,73.97238,20.83623,22.81738,15.22960,15.08917
3073.80100,-0.50991,2.05204,74.09308,20.89289,22.82217,15.28112,15.09690
3073.81100,-0.50568,2.05152,74.11273,20.90123,22.82373,15.28960,15.09817
3073.82100,-0.50404,2.06043,74.01805,20.90123,22.79680,15.24617,15.07385
3073.83100,-0.51019,2.06413,73.81407,20.83250,22.75706,15.20480,15.01971
3073.84100,-0.51115,2.06448,73.78573,20.82223,22.75173,15.19960,15.01217
3073.85100,-0.52773,2.06782,73.86736,20.83381,22.79920,15.19960,15.03475
3073.86100,-0.53976,2.07025,73.92673,20.84223,22.83373,15.19960,15.05117
3073.87100,-0.52745,2.07564,73.89511,20.86641,22.80831,15.18100,15.03939
3073.88100,-0.51702,2.10079,73.90336,20.91193,22.84920,15.15732,14.98491
3073.89100,-0.51520,2.11453,73.92073,20.93123,22.88473,15.14960,14.95517
3073.90100,-0.54535,2.13156,73.93639,20.91245,22.96802,15.12455,14.93138
3073.91100,-0.54028,2.14566,73.82659,20.91995,22.94100,15.07217,14.89347
