time_s,cop_x_cm,cop_y_cm,mass_kg,tr_kg,tl_kg,br_kg,bl_kg
1654.25800,0.09690,-3.23393,64.11073,11.18423,11.77773,21.01460,20.13417
1654.26800,0.09690,-3.23393,64.11073,11.18423,11.77773,21.01460,20.13417
1654.27800,0.09921,-3.21609,64.14373,11.20423,11.81973,21.01460,20.10517
1654.28800,0.08670,-3.23283,64.16073,11.18423,11.79873,21.02460,20.15317
1654.29800,0.08670,-3.23283,64.16073,11.18423,11.79873,21.02460,20.15317
1654.30800,0.08335,-3.19809,64.18237,11.24258,11.84593,20.97215,20.12170
1654.31800,0.07004,-3.17372,64.14813,11.25723,11.88753,20.92060,20.08277
1654.32800,0.06715,-3.17219,64.13673,11.25323,11.89173,20.91460,20.07717
1654.33800,0.06871,-3.14374,64.06379,11.26202,11.93654,20.87154,19.99369
1654.34800,0.06893,-3.13981,64.05373,11.26323,11.94273,20.86560,19.98217
1654.35800,0.01866,-3.10615,64.05989,11.32395,11.97881,20.73360,20.02353
1654.36800,0.00557,-3.10195,63.99121,11.32343,11.96613,20.68040,20.02125
1654.37800,0.00471,-3.10201,63.98173,11.32223,11.96373,20.67560,20.02017
1654.38800,-0.06206,-3.08886,63.95848,11.28003,12.03436,20.60755,20.03654
1654.39800,-0.05654,-3.11947,64.06158,11.26455,12.00142,20.68260,20.11301
1654.40800,-0.05408,-3.12440,64.07773,11.26323,11.99473,20.69560,20.12417
1654.41800,-0.04100,-3.11982,64.07253,11.27422,11.99473,20.70138,20.10220
1654.42800,-0.03145,-3.11648,64.06873,11.28223,11.99473,20.70560,20.08617
1654.43800,-0.06841,-3.12190,64.10669,11.31143,11.96407,20.64063,20.19056
1654.44800,-0.10054,-3.10897,64.13168,11.30763,12.01332,20.60930,20.20143
1654.45800,-0.10737,-3.10345,64.13573,11.30223,12.03573,20.60660,20.19117
1654.46800,-0.10178,-3.10546,64.14923,11.31723,12.01998,20.60660,20.20542
1654.47800,-0.09991,-3.10613,64.15373,11.32223,12.01473,20.60660,20.21017
1654.48800,-0.16793,-3.12778,64.11969,11.25637,12.00733,20.55480,20.30119
1654.49800,-0.21173,-3.13422,64.12343,11.21903,12.02790,20.52913,20.34738
1654.50800,-0.21845,-3.13383,64.12873,11.21423,12.03573,20.52660,20.35217
1654.51800,-0.22954,-3.14194,64.12178,11.20430,12.02033,20.51667,20.38048
1654.52800,-0.25029,-3.15031,64.10968,11.18047,12.01624,20.50379,20.40917
1654.53800,-0.27463,-3.15069,64.09673,11.14523,12.04573,20.49660,20.40917
1654.54800,-0.28570,-3.14669,64.08938,11.14523,12.05431,20.47658,20.41326
1654.55800,-0.30174,-3.14090,64.07873,11.14523,12.06673,20.44760,20.41917
1654.56800,-0.30752,-3.15061,64.04904,11.13132,12.04260,20.43832,20.43680
1654.57800,-0.33086,-3.16009,64.02685,11.12455,12.01473,20.39964,20.48793
1654.58800,-0.34992,-3.15807,64.04073,11.13523,12.01473,20.36760,20.52317
1654.59800,-0.34992,-3.15807,64.04073,11.13523,12.01473,20.36760,20.52317
1654.60800,-0.39053,-3.18186,64.06735,11.06894,12.02381,20.38691,20.58770
1654.61800,-0.41857,-3.19164,64.08873,11.02723,12.04573,20.39760,20.61817
1654.62800,-0.41720,-3.19684,64.10575,11.03229,12.03217,20.40292,20.63838
1654.63800,-0.41423,-3.20815,64.14274,11.04327,12.00269,20.41448,20.68231
1654.64800,-0.43642,-3.21456,64.14678,11.01553,12.01384,20.41133,20.70608
1654.65800,-0.48534,-3.22171,64.13411,10.95019,12.05451,20.39800,20.73141
1654.66800,-0.48212,-3.22380,64.26273,10.96823,12.07673,20.44760,20.77017
1654.67800,-0.50031,-3.23718,64.18605,10.92899,12.05081,20.42240,20.78385
1654.68800,-0.53838,-3.26114,64.08146,10.85923,12.01578,20.38473,20.82172
1654.69800,-0.54854,-3.26131,64.13873,10.85923,12.03573,20.39760,20.84617
1654.70800,-0.56759,-3.26748,64.08924,10.83166,12.02830,20.37285,20.85643
1654.71800,-0.60251,-3.27878,63.99873,10.78123,12.01473,20.32760,20.87517
