time_s,cop_x_cm,cop_y_cm,mass_kg,tr_kg,tl_kg,br_kg,bl_kg
4158.96560,0.06498,0.06630,50.22586,13.17959,12.07939,12.00872,12.95816
4158.97560,0.06498,0.06630,50.22586,13.17959,12.07939,12.00872,12.95816
4158.98560,0.06445,0.07473,50.11638,13.15307,12.06939,11.97972,12.91420
4158.99560,0.08572,0.08587,50.19786,13.21859,12.06939,11.97972,12.93016
4159.00560,0.07095,0.09210,50.16046,13.19778,12.08508,11.96464,12.91297
4159.01560,0.03664,0.10657,50.07386,13.14959,12.12139,11.92972,12.87316
4159.02560,0.06145,0.11177,50.06882,13.17575,12.10411,11.92972,12.85924
4159.03560,0.12112,0.13173,50.07225,13.25616,12.06927,11.92002,12.82680
4159.04560,0.06208,0.14260,50.13286,13.24859,12.13139,11.88972,12.86316
4159.05560,0.06309,0.14098,50.15953,13.25344,12.13648,11.89942,12.87019
4159.06560,0.06859,0.13243,50.20220,13.25596,12.13674,11.92467,12.88484
4159.07560,0.07554,0.12203,50.08186,13.21859,12.09039,11.90972,12.86316
4159.08560,0.07554,0.12203,50.08186,13.21859,12.09039,11.90972,12.86316
4159.09560,0.05297,0.15180,50.17386,13.26859,12.15239,11.87972,12.87316
4159.10560,0.05297,0.15180,50.17386,13.26859,12.15239,11.87972,12.87316
4159.11560,0.05823,0.15073,50.13672,13.23879,12.16103,11.89699,12.83991
4159.12560,0.08527,0.14394,50.09763,13.22200,12.14308,11.92547,12.80708
4159.13560,0.10014,0.13995,50.10486,13.23859,12.12139,11.92972,12.81516
4159.14560,0.09653,0.11547,50.07667,13.19394,12.09800,11.95603,12.82870
4159.15560,0.05521,0.14022,50.18405,13.23354,12.16712,11.92247,12.86092
4159.16560,0.03955,0.14960,50.22486,13.24859,12.19339,11.90972,12.87316
4159.17560,0.08725,0.12465,50.31186,13.26859,12.16239,11.98872,12.89216
4159.18560,0.08725,0.12465,50.31186,13.26859,12.16239,11.98872,12.89216
4159.19560,0.04216,0.10925,50.20086,13.20959,12.13139,11.93972,12.92016
4159.20560,0.07017,0.13352,50.21386,13.24859,12.15239,11.93972,12.87316
4159.21560,0.07017,0.13352,50.21386,13.24859,12.15239,11.93972,12.87316
4159.22560,0.06086,0.15147,50.14752,13.22928,12.17764,11.91497,12.82564
4159.23560,0.06731,0.12933,50.12224,13.19634,12.14910,11.94269,12.83411
4159.24560,0.07545,0.10869,50.14386,13.18959,12.12139,11.96972,12.86316
4159.25560,0.10490,0.13182,50.07426,13.23222,12.09442,11.92622,12.82140
4159.26560,0.10930,0.13528,50.06386,13.23859,12.09039,11.91972,12.81516
4159.27560,0.12766,0.12364,50.08607,13.24321,12.07142,11.94749,12.82395
4159.28560,0.14873,0.11026,50.11160,13.24853,12.04961,11.97940,12.83406
4159.29560,0.05181,0.17887,50.03686,13.24859,12.16239,11.82972,12.79616
4159.30560,0.05847,0.17798,50.05920,13.25678,12.16358,11.84041,12.79842
4159.31560,0.10372,0.17193,50.22953,13.31536,12.17817,11.91972,12.81627
4159.32560,0.07225,0.17624,50.26686,13.29759,12.22439,11.91972,12.82516
4159.33560,0.07426,0.18053,50.23830,13.29999,12.21695,11.90532,12.81604
4159.34560,0.08063,0.19416,50.14786,13.30759,12.19339,11.85972,12.78716
4159.35560,0.03511,0.14625,50.13746,13.21996,12.17037,11.88942,12.85770
4159.36560,0.04089,0.14792,50.21683,13.24116,12.19304,11.91467,12.86796
4159.37560,0.04815,0.15408,50.24486,13.25859,12.20339,11.91972,12.86316
4159.38560,0.06651,0.16199,50.29002,13.28238,12.21993,11.93988,12.84784
4159.39560,0.06090,0.19654,50.35686,13.34191,12.27059,11.90734,12.83701
4159.40560,0.04117,0.21033,50.35686,13.35659,12.28639,11.86972,12.84416
4159.41560,0.03932,0.24370,50.33640,13.36899,12.33723,11.84492,12.78526
4159.42560,0.03818,0.26416,50.32386,13.37659,12.36839,11.82972,12.74916
4159.43560,0.03654,0.25200,50.23954,13.33740,12.33764,11.82476,12.73974
4159.44560,0.01503,0.24089,50.16577,13.29759,12.31532,11.80271,12.75015
