path_length,mean_velocity,rms_ml,rms_ap,sway_amp_ml,sway_amp_ap,mean_ml,mean_ap,ellipse_area_95,mass_mean,n_used,trial_id,label,subject
7.876443153788864,1.575288630757773,0.17069476590180394,0.6110461495549399,0.8381698112968463,2.02133203600021,-0.47911006941804185,0.5247101543433546,1.906753590686952,65.42058675324675,501,0000,baseline,S01
15.871014323642598,0.634840572945704,0.12378726138464106,0.16425375256195807,0.6284415103904314,0.73478369401862,0.20265866860777024,0.7858926236062326,0.2977529769873192,63.756294821726094,2501,0001,neutral,S01
17.846071634678673,0.7138428653871469,0.15580641658605512,0.2533979846443393,0.6492492642071888,1.1079908472422069,0.012745589038413364,0.6985771403307883,0.653426116503659,63.791767057647455,2501,0002,neutral,S01
18.76679329358159,0.7506717317432635,0.14172204389448287,0.18128710097402595,0.8915970606556864,0.8064004960686012,-0.12246117986660537,0.47617283801934124,0.4560919988952012,63.6217570643119,2501,0003,neutral,S01
28.718357440172834,1.1487342976069135,0.4041527918492364,0.334605036270948,2.1818292101084866,1.6027064593947102,0.562448215449875,-1.7946103583940183,2.147726260269317,61.42216661779407,2501,0004,slouched,S01
23.19202823180627,0.9276811292722508,0.21915223484235657,0.13402182808883967,1.4600281206421724,0.7186520286177558,0.6042801705032023,-2.603856711159432,0.5529306915627797,61.54459075974675,2501,0005,slouched,S01
29.071336101373557,1.1623884886594789,0.3284446296151303,0.12559145889464599,2.345325367086893,0.7641710135815649,0.5903436939831616,-2.7057417860639834,0.7122521834162547,60.02329289473685,2502,0006,slouched,S01
3.1037933871560983,0.6195196381548829,0.16732421232055553,0.17248583644497098,0.6340451664790496,0.5733265621952084,-0.309570573243906,-2.3662806205173728,0.5275931192989358,74.50575092814371,502,0007,baseline,S02
17.45622884162342,0.6979699656786593,0.1718852157106859,0.38737156767599934,1.244439425545534,2.1818004880436375,1.2990720855561793,-5.0262749554409485,0.9896550467571487,71.0315905263158,2502,0008,slouched,S02
20.664694774596576,0.826587790983863,0.2504398007831261,0.9524328338169248,1.140765851625446,4.4205695871529995,0.602418226212336,-5.243240842771602,4.454882808294668,71.55285307230923,2501,0009,slouched,S02
18.440352036548518,0.7376140814619407,0.35770507315128364,0.5065576220505392,1.7428198994080866,2.342206501097179,1.9923489946814616,-6.058141142437458,3.285303668014295,69.75121574475175,2501,0010,slouched,S02
14.289518209015002,0.5713521874856008,0.15035214679388237,0.14700375839648822,0.765202207474611,0.783057559911108,-0.059180626164576276,-2.712754167486353,0.41090093192871263,71.73095837774817,2502,0011,neutral,S02
13.854723384554948,0.553967348442826,0.1315482860118089,0.1347951446160059,0.7484838285458257,0.4984283052598557,0.4769026463352164,-3.097835718416747,0.2883666524754854,71.53566866755497,2502,0012,neutral,S02
18.708938175304908,0.7483575270121964,0.15165201340956366,0.27124366506434,1.0382137622212915,2.1004245633263254,-0.04965327571255979,-2.542074457875288,0.7545623975172525,71.72088178607132,2501,0013,neutral,S02
3.102192158683355,0.620438431736671,0.1644424022050901,0.2895119243809033,0.5983566215431052,0.978646784970254,-0.21323587110515588,-4.05168214862393,0.6762175661408801,65.43431094905095,501,0014,baseline,S03
24.462184942847014,0.9784873977138805,0.15972391074977313,0.3191829325933565,0.7979522416950185,2.146974588191573,0.2242865298668603,-2.694201615273598,0.9400198632077074,64.98921658447185,2501,0015,neutral,S03
31.96628598486943,1.2786514393947772,0.16342352334888663,0.7665654530098615,0.8107351668019608,3.664840742609729,0.5853359635728634,-1.134054021144089,2.3378236545719373,65.09531165611463,2501,0016,neutral,S03
34.53826339692535,1.381530535877014,0.15654567598867045,0.4022419168028776,0.8335774754213402,2.0631976359606297,0.8037265623491476,-1.3729665058046983,1.1814238650848148,65.14904100299901,2501,0017,neutral,S03
20.899282962273492,0.8359713184909396,0.1623527225989352,0.13401942707993594,0.933977135437635,0.8408363337926801,-0.4957416971530288,-5.140538535639606,0.4078617310377655,60.532455611462844,2501,0018,slouched,S03
18.286764400087108,0.7314705760034843,0.3706642617701436,0.07214720999382356,1.4904890952052898,0.34166263275267017,-0.856532954595122,-4.874157753954517,0.4837370527981446,59.38034693435522,2501,0019,slouched,S03
